,churn,n_requests_1,n_requests_2,n_requests_3,diff_n_requests_1,diff_n_requests_2,diff_n_requests_3,diff_avg_vjnbe_requests_1,diff_avg_vjnbe_requests_2,diff_avg_vjnbe_requests_3,other_hsntsn_requests_1,other_hsntsn_requests_2,other_hsntsn_requests_3,n_accident,sum_accident_cost,vehicle_age,diff_car_holder,contract_age_months,age_contract_holder,age_youngest_driver,years_driving_license
84486,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,25,25,6
83209,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,42,36,26,15
15763,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,30,32,32,13
63656,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,12,54,30,33
44928,0,0,0,0,-0.45,-0.5,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,70,36,23,16
35698,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,28,24,24,4
10610,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1404,12,1,50,21,21,0
74358,0,0,0,7,-0.73,-0.8,2.22,0.0,0.0,12.538238739510305,0.0,0.0,0.0,1,1836,5,0,56,38,23,19
85709,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,45,38,20,19
8012,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,48,41,24,23
71313,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,36,32,23,12
10857,0,0,3,3,-0.27,1.5,1.0,0.0,29.523283430240273,14.005320728974128,0.0,0.0,0.14793442801203355,0,0,6,0,120,24,21,4
51696,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,70,20,20,0
44098,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,90,42,26,23
86147,0,3,3,3,3.0,1.5,1.0,14.053457682128856,26.91811686392868,0.98445779614795,0.0,0.5451387100050112,0.0,0,0,16,0,56,35,26,14
29503,0,0,0,22,-2.0,-2.2,7.33,0.0,0.0,9.341606785967464,0.0,0.0,0.0,0,0,8,0,12,35,35,16
20053,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,84,51,25,33
56970,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,31,31,9
27204,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1503,6,0,50,31,26,11
25848,0,0,0,0,-2.82,-3.1,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,2,2610,3,0,70,30,30,11
15209,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,44,32,28,14
24482,0,0,0,0,-2.0,-2.2,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,1,1310,18,0,40,27,27,7
83253,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1508,4,0,40,30,23,8
96907,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,744,36,0,12,33,24,13
96132,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,20,43,33,22
75763,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,36,29,22,10
37762,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,77,29,27,10
75783,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,37,32,17
51959,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,99,28,26,9
42697,0,0,0,0,-4.45,-4.9,-5.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,56,37,22,17
45522,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,60,28,23,7
12991,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,80,29,23,11
51300,0,0,0,0,-1.0,-1.1,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,16,24,22,4
22106,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1144,40,0,8,42,23,23
50875,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,36,37,21,17
66456,0,1,1,1,1.0,0.5,0.33,9.189308317214735,5.502740648620528,-0.30629585580335394,0.0,0.5041287342628572,0.3169472285008997,0,0,6,0,72,41,32,21
78971,0,0,0,0,-2.18,-2.4,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,1,2112,12,0,56,35,25,15
88711,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,70,30,20,10
49824,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,42,38,19,18
32092,0,0,0,0,-2.82,-3.1,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,24,42,31,24
76925,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,96,36,36,17
97587,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,32,18,12
85471,0,0,0,0,-3.0,-3.3,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,1,66,30,23,11
8396,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,15,44,29,24
71010,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,240,27,18,6
63480,0,0,0,0,-2.09,-2.3,-2.56,0.0,0.0,0.0,0.0,0.0,0.0,1,1071,20,0,36,49,20,29
96338,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,72,33,21,14
73334,0,0,23,23,-2.18,11.4,7.56,0.0,20.899389755571548,-0.3192312409852285,0.0,0.0,0.0,0,0,5,0,63,37,25,17
70659,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,40,39,21
80639,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,45,31,31,11
87177,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,855,6,0,70,44,20,23
56134,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,0,105,33,25,13
32770,0,0,0,0,-2.64,-2.9,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,1,1467,8,0,28,35,19,17
66923,0,0,0,0,-1.91,-2.1,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,1,1162,9,0,42,36,26,17
62918,0,0,0,0,-0.45,-0.5,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,50,37,18,16
17897,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,1,50,39,25,20
19399,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,0,24,25,24,5
10662,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,12,0,0,39,33,20
50767,0,0,0,10,-0.91,-1.0,3.33,0.0,0.0,4.363549666453043,0.0,0.0,0.0,0,0,4,0,40,29,29,8
29405,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,50,27,19,9
70346,0,0,0,0,-2.18,-2.4,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,1,2980,27,0,80,45,18,26
12402,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,18,38,30,19
75505,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,10,40,23,22
33036,0,0,0,0,-1.0,-1.1,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0,99,40,21,20
96942,0,0,0,13,-2.36,-2.6,2.89,0.0,0.0,6.691804035929098,0.0,0.0,0.0,0,0,8,0,40,31,28,12
90307,0,14,14,14,14.0,7.0,4.67,18.651328112570113,4.085360073706484,4.9856555866326175,0.2715166357696762,0.034890886918596535,0.0,0,0,5,0,90,40,18,19
91258,0,0,0,0,-2.45,-2.7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,65,40,33,22
70762,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,8,48,18,29
14574,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,29,23,9
79179,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,12,31,31,11
83278,0,0,0,0,-1.91,-2.1,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0,80,31,22,12
16229,0,0,0,0,-13.91,-15.3,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1859,4,0,32,40,31,21
69223,0,0,0,0,-0.73,-0.8,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,108,29,29,10
27557,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,54,29,29,9
70030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,40,44,18,22
79281,0,0,1,1,-0.09,0.5,0.33,0.0,12.115346708065248,2.1272470730939395,0.0,0.535089163643047,0.2614193727566241,0,0,21,0,24,24,24,4
8450,0,0,6,6,-0.55,3.0,2.0,0.0,3.4028890735567447,8.510642057979268,0.0,0.4072010343236225,0.5902198093099005,0,0,12,1,52,33,22,14
21337,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,27,32,32,13
423,0,0,0,0,-1.55,-1.7,-1.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,16,61,36,43
18143,0,0,0,67,-10.73,-11.8,16.659999999999997,0.0,0.0,1.2648216095299123,0.0,0.0,0.2336471431365756,1,2992,1,0,64,36,21,17
51847,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1235,6,0,56,50,23,28
14201,0,0,0,0,-3.91,-4.3,-4.78,0.0,0.0,0.0,0.0,0.0,0.0,1,2114,0,0,81,39,18,19
41286,1,0,34,58,-5.27,14.6,19.33,0.0,46.94249403457186,26.59987631614642,0.0,0.0,0.3588326042280041,0,0,6,1,98,32,20,12
70715,0,0,0,0,-5.82,-6.4,-7.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,38,33,20
78212,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,64,36,36,18
32090,0,0,0,0,-2.36,-2.6,-2.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,169,37,35,17
36413,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,65,38,25,19
66969,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,80,26,23,6
78414,0,0,0,0,-1.82,-2.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,30,38,35,18
93182,0,0,0,0,-3.18,-3.5,-3.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,56,32,21,13
59462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,24,28,20,8
64024,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,24,35,34,14
78149,0,12,12,12,11.45,5.4,3.33,33.28197581832507,3.73856277509956,19.64628481455653,0.3422720918725239,0.39763779552213857,0.2204671416043059,0,0,5,1,99,36,21,18
73588,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,91,37,18,16
37977,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,42,29,29,9
23518,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,44,39,34,21
56690,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,60,44,28,24
21273,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,60,31,30,11
12360,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,1,54,28,28,9
26806,0,0,0,0,-2.55,-2.8,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,24,19,19,0
61109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,6,35,18,16
10573,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0,5,31,23,11
49119,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,52,36,18,18
42104,0,0,0,0,-0.18,-0.2,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0,21,27,25,8
42282,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1467,3,1,27,43,30,25
60935,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,60,35,24,15
93139,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,36,42,28,21
62138,0,0,26,26,-8.73,6.0,0.8899999999999997,0.0,-13.321755045433113,14.39494784709744,0.0,0.1920769019101507,0.4449848871524301,0,0,4,0,55,24,24,4
61531,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,48,43,21,24
67387,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,39,19,19
51058,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,0,99,38,18,18
87867,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,64,28,28,8
86392,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0,50,32,32,12
66196,0,0,0,0,-3.55,-3.9,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,1,1188,5,0,30,27,27,8
17617,0,0,1,6,-0.55,0.0,2.0,0.0,14.955624696938242,10.69978261112402,0.0,0.0,0.08248915395820848,0,0,12,0,24,29,23,10
34612,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,42,34,29,15
93360,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,48,39,24,20
29424,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,12,42,18,24
26972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,20,36,30,17
84075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,14,43,36,25
83101,0,0,0,0,-1.73,-1.9,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,15,39,23,19
49528,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1442,6,0,28,29,18,11
86774,0,0,19,19,-1.73,9.5,6.33,0.0,5.48688954488067,12.983987941062768,0.0,0.32436143831285114,0.31943428544058217,3,1107,2,0,56,29,25,8
13661,0,0,0,0,-2.45,-2.7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1224,12,0,48,23,23,4
38625,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1917,12,0,52,36,32,17
91781,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,36,47,35,28
48274,0,0,0,0,-0.18,-0.2,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,195,31,26,11
19627,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,30,39,34,21
35311,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2223,1,0,64,41,30,19
21897,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,77,27,24,8
37262,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,29,21,9
77213,0,0,0,0,-1.45,-1.6,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,2,3250,18,0,60,41,24,20
48229,0,0,0,0,-1.36,-1.5,-1.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,40,37,24,19
26047,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,31,27,10
40850,0,0,0,17,-1.55,-1.7,5.67,0.0,0.0,-1.0177082217154183,0.0,0.0,0.4054843660958669,0,0,12,0,180,50,21,31
86188,0,8,8,8,8.0,4.0,2.67,0.5257444356276455,5.832304607040019,22.57229516684589,0.3861446942175806,0.43331540490577336,0.08153088717054559,0,0,8,0,77,47,21,27
92082,0,0,0,0,-1.36,-1.5,-1.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,64,36,30,16
72786,0,7,7,7,4.82,1.1,-0.33999999999999986,22.793310696892792,-5.107376724798673,9.446757367688301,0.0,0.4999207123106568,0.0,0,0,4,1,40,39,25,20
83397,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,49,38,19,19
57215,0,0,0,0,-2.0,-2.2,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,77,32,19,11
93251,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4560,0,0,169,51,35,32
74810,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3372,4,0,77,44,28,26
21759,0,0,0,0,-2.82,-3.1,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,1,130,28,26,8
79966,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1414,16,0,81,28,26,10
11949,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,54,38,23,20
54620,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,21,30,23,10
83453,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1096,12,0,28,39,26,21
20422,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1470,3,0,6,51,29,32
39577,0,0,0,21,-7.45,-8.2,0.21999999999999972,0.0,0.0,11.554531355949068,0.0,0.0,0.19949354845682246,0,0,6,0,80,24,22,3
51029,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,40,41,32,22
34713,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36,0,56,39,36,20
96325,0,0,0,0,-1.0,-1.1,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,154,31,25,11
62875,0,0,0,66,-6.0,-6.6,22.0,0.0,0.0,23.430037142596372,0.0,0.0,0.07910450077175958,0,0,20,0,24,23,18,5
44770,0,0,0,0,-4.73,-5.2,-5.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,0,36,24,24,4
82523,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,63,30,21,10
81583,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,60,27,27,7
30698,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,30,33,25,13
30791,0,0,0,0,-5.64,-6.2,-6.89,0.0,0.0,0.0,0.0,0.0,0.0,1,507,0,0,72,28,28,9
78779,0,21,21,21,21.0,10.5,7.0,-0.028966954790988094,8.013652733056054,4.205260989169439,0.0012968654360477894,0.2063454228880676,0.4164878406030536,1,1998,0,0,30,33,23,14
41434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,60,35,35,16
83234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,56,24,24,3
28556,0,0,0,0,-2.0,-2.2,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,260,26,26,5
54053,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,77,25,25,6
16285,0,0,0,0,-1.45,-1.6,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,1,880,1,0,66,36,19,16
87746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,0,18,31,21,12
60754,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,30,46,33,28
14416,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,20,32,22,12
76177,0,0,0,0,-1.0,-1.1,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,95,31,24,10
45357,0,19,19,19,16.18,6.4,2.89,-5.184524162864378,23.584648506540237,11.637480920039275,0.16465394059474522,0.22127288363958525,0.31641909323036177,0,0,15,0,70,37,18,18
28507,0,0,0,0,-6.27,-6.9,-7.67,0.0,0.0,0.0,0.0,0.0,0.0,1,1750,18,1,120,27,18,6
66677,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3036,12,0,63,29,23,10
6597,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,96,28,28,9
18050,0,0,0,0,-2.27,-2.5,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,30,34,34,15
28217,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,66,28,28,8
49270,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,56,35,28,15
25677,0,0,0,0,-1.73,-1.9,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21,31,23,10
96614,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,16,29,21,9
57996,0,0,0,0,-0.45,-0.5,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,45,34,18,14
23538,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2580,40,0,55,28,28,9
6923,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,1,889,6,0,99,33,33,15
46719,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,30,35,25,15
65922,0,0,0,0,-4.0,-4.4,-4.89,0.0,0.0,0.0,0.0,0.0,0.0,1,2432,3,0,24,38,26,19
26142,0,0,0,0,-2.36,-2.6,-2.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,63,33,18,15
21889,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,77,20,20,0
11009,0,5,5,5,5.0,2.5,1.67,7.6047434854256775,8.116155772582204,13.068950326079195,0.2979647690314866,0.3039353171623718,0.0,0,0,10,0,45,29,28,9
91107,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,24,49,26,31
46893,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4158,9,0,60,44,18,24
29577,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,1,64,34,30,15
32174,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,28,33,18,14
44172,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,40,47,33,25
20635,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,24,23,21,5
80817,0,0,0,11,-1.0,-1.1,3.67,0.0,0.0,13.895602637145753,0.0,0.0,0.028115082327288817,1,1476,4,0,60,45,18,24
82386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,49,42,21,23
55841,0,0,0,0,-2.27,-2.5,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,54,26,25,7
9644,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,72,43,22,25
44737,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,26,38,27,17
43381,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2400,9,1,72,42,20,23
59514,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,77,34,24,14
9425,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,21,39,20,20
97610,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,20,34,28,15
96141,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2262,2,1,15,21,21,3
93337,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,90,33,18,13
74764,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,0,15,25,25,5
35443,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,72,30,30,9
44301,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,63,42,32,22
30738,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,65,37,34,18
47880,0,0,0,0,-1.73,-1.9,-2.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,12,41,30,20
